User,collect_list(Reco)
91299,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
91367,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
91446,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
91784,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
91785,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
91937,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
92080,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
92182,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
92188,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
92235,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
92317,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
92644,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
92959,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
93319,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
93341,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
93407,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
93486,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
94265,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
94377,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
94695,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
94819,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
94851,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
95080,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
95715,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
95940,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
96044,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
96224,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
96261,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
96393,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
96469,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
96488,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
97092,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
97186,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
97218,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
97413,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
97419,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
97564,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
98143,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
99239,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
99454,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
99621,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
99786,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
99861,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
243,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
392,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
623,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
737,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
858,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
897,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
1025,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
1084,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
1127,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
1395,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
1460,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
1483,"[1, 11, 21, 2, 12, 22, 3, 13, 23, 4]"
1507,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
1522,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
1721,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
1990,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
2235,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
2387,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
2580,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
2811,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
2999,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
3179,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
3226,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
4158,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
4161,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
4190,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
4219,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
5614,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
6393,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
6623,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
6773,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
7168,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
7417,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
8105,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
8803,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
8928,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
8932,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
9182,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
9564,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
9879,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
10081,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
10230,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
10462,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
10703,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
10914,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
11316,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
11500,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
12006,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
12367,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
12626,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
12715,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
13261,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
14148,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
14423,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
14465,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
14514,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
14536,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
14876,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
15003,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
15004,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
15254,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
15538,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
15967,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
16916,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
17172,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
17607,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
17688,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
18161,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
18201,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
18218,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
18282,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
18467,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
18479,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
18595,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
18902,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
18956,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
19200,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
19206,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
19325,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
19351,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
19499,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
19669,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
19758,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
19873,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
19878,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
19886,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
19962,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
20268,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
20596,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
20928,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
21598,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
21715,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
22412,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
22555,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
22970,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
22990,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
23136,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
23455,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
23523,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
23607,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
23709,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
23727,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
24728,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
24873,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
24985,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
25227,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
25283,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
25895,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
26200,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
26699,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
26767,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
26801,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
27118,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
27129,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
27261,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
27888,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
28298,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
28883,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
29058,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
29075,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
29595,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
29827,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
30183,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
30988,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
31301,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
31352,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
31680,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
31763,"[2, 20, 11, 10, 19, 23, 4, 12, 5, 21]"
31928,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
32304,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
32891,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
33221,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
33762,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
33855,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
34103,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
34275,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
34591,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
34650,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
34878,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
35450,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
35654,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
35868,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
36312,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
36583,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
36655,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
36706,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
36783,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
36982,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
37015,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
37025,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
37195,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
37297,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
37480,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
37526,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
37668,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
37669,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
37734,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
38436,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
38562,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
38611,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
38707,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
38806,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
39069,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
39153,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
39161,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
39460,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
39513,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
39582,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
40021,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
40199,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
40332,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
40542,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
40687,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
40893,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
40900,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
41175,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
41265,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
41704,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
42304,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
42348,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
43588,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
43741,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
43921,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
44321,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
45183,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
45622,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
45630,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
45634,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
46108,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
46209,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
46448,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
46491,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
46778,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
46938,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
47211,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
47268,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
47300,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
47900,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
47935,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
48206,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
48345,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
48686,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
48711,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
48780,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
49197,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
49449,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
49476,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
49699,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
49869,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
50451,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
50546,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
50732,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
50954,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
51142,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
51388,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
51454,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
51622,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
51801,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
51927,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
52133,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
52264,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
52507,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
53172,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
53299,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
53338,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
53576,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
53620,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
53630,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
54258,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
54518,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
54844,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
55202,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
55966,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
56096,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
56203,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
56502,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
56687,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
57771,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
57877,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
58039,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
58196,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
58395,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
58486,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
58572,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
58707,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
59345,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
59748,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
59754,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
59896,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
60562,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
60596,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
60642,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
60835,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
60965,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
61230,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
61330,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
61365,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
61390,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
61745,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
61766,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
61867,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
61972,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
62090,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
62458,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
62478,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
62526,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
62780,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
62880,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
63145,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
63464,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
63557,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
63905,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
65300,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
65308,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
65486,"[24, 16, 2, 1, 11, 3, 15, 10, 21, 20]"
65522,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
65726,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
65771,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
65905,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
65974,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
66077,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
66277,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
66400,"[8, 2, 12, 3, 11, 17, 5, 21, 9, 20]"
66562,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
66672,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
66751,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
66778,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
66967,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
67086,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
67439,"[2, 24, 11, 1, 15, 10, 3, 17, 16, 23]"
67663,"[15, 2, 24, 10, 11, 12, 3, 21, 1, 19]"
68037,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
68047,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
68433,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
68544,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
68672,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
68877,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
69035,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
69204,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
69279,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
69333,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
69341,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
69595,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
69743,"[10, 21, 15, 24, 11, 2, 1, 3, 5, 12]"
70456,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
70476,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
70480,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
70830,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
71454,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
71468,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
71565,"[24, 16, 2, 3, 11, 1, 15, 10, 13, 21]"
71580,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
71709,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
71984,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
71987,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
72546,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
72996,"[16, 3, 24, 1, 17, 22, 20, 9, 21, 11]"
73041,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
73156,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
73169,"[2, 15, 19, 11, 20, 23, 1, 17, 24, 12]"
74009,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
74440,"[2, 7, 21, 17, 20, 1, 23, 18, 5, 11]"
74452,"[2, 17, 1, 20, 16, 24, 11, 7, 23, 3]"
75321,"[24, 15, 10, 2, 11, 3, 1, 13, 16, 6]"
75620,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
76164,"[2, 20, 23, 11, 17, 1, 19, 7, 21, 15]"
76169,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
76701,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
78185,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
78272,"[20, 2, 21, 1, 23, 5, 17, 11, 16, 18]"
78494,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
78700,"[24, 2, 15, 3, 10, 11, 13, 1, 6, 16]"
78766,"[21, 18, 5, 20, 15, 10, 2, 7, 9, 1]"
78805,"[16, 3, 24, 2, 1, 15, 11, 10, 17, 9]"
78905,"[21, 2, 20, 11, 10, 19, 23, 4, 12, 5]"
79564,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
79647,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
79758,"[21, 5, 18, 20, 10, 1, 7, 9, 23, 15]"
80152,"[2, 11, 24, 15, 1, 17, 3, 23, 20, 21]"
80170,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
80424,"[15, 2, 12, 10, 21, 3, 24, 11, 8, 18]"
80898,"[16, 21, 9, 3, 24, 1, 15, 18, 10, 2]"
80943,"[16, 3, 24, 1, 17, 9, 11, 22, 20, 10]"
81284,"[10, 20, 1, 11, 21, 2, 12, 22, 3, 13]"
81312,"[21, 10, 18, 5, 2, 15, 20, 1, 24, 9]"
